objectid,parentid,title,description,item information,postcard_type,creator,date,subject,location,publisher,publisher location,source,date is approximate,rights,rightsstatement,original_format,type,format,language,latitude,longitude,identifier,display_template,filename,object_location,image_small,image_thumb
nwpostcards1502,,"Sawtooth Mountains, Idaho. 667.","Postcard is of the Sawtooth Mountains near Stanley, Idaho.",,picture postcard,,1920,mountains; trees; snow; picture postcards,"Sawtooth Mountains, Idaho",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, color postcard",Image;StillImage,image/jpeg,eng,44.263273,-114.967318,pg_9_14_02,image,pg_9_14_02.jpg,/objects/pg_9_14_02.jpg,/objects/small/pg_9_14_02_sm.jpg,/objects/thumbs/pg_9_14_02_th.jpg
nwpostcards1523,,Great Loop on the C. M. & St. P. R. R.,"Postcard of railroad tracks in a mountain pass. Possibly the Chicago, Milwaukee, St. Paul and Pacific Railroad (often referred to as the Milwaukee Road) in Idaho.",,picture postcard,,1920,railroads;  trains (vehicle groupings); mountains; trees; picture postcards,"Avery, Idaho",J.L. Robbins Co.,"Spokane, WA","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, color postcard",Image;StillImage,multiple,eng,47.227787,-115.267968,pg_9_14_12a,multiple,,,/objects/small/pg_9_14_12a_sm.jpg,/objects/thumbs/pg_9_14_12a_th.jpg
nwpostcards1524,nwpostcards1523,,,,,,,,,,,,,,,,,image/jpeg,,,,pg_9_14_12a,image,pg_9_14_12a.jpg,/objects/pg_9_14_12a.jpg,/objects/small/pg_9_14_12a_sm.jpg,/objects/thumbs/pg_9_14_12a_th.jpg
nwpostcards1525,nwpostcards1523,,,,,,,,,,,,,,,,,image/jpeg,,,,pg_9_14_12a_b,image,pg_9_14_12a_b.jpg,/objects/pg_9_14_12a_b.jpg,/objects/small/pg_9_14_12a_b_sm.jpg,/objects/thumbs/pg_9_14_12a_b_th.jpg
nwpostcards1544,,"A young apple and peach orchard, Lewiston, Idaho.","Postcard of a man standing in an orchard near Lewiston, Idaho.",written message,picture postcard,,1911,orchards; men; trees; fences; picture postcards,"Lewiston, Idaho",Sprouse & Son,"Tacoma, WA","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, color postcard",Image;StillImage,multiple,eng,46.358198,-116.926355,pg_9_17_06a,multiple,,,/objects/small/pg_9_17_06a_sm.jpg,/objects/thumbs/pg_9_17_06a_th.jpg
nwpostcards1545,nwpostcards1544,,,,,,,,,,,,,,,,,image/jpeg,,,,pg_9_17_06a,image,pg_9_17_06a.jpg,/objects/pg_9_17_06a.jpg,/objects/small/pg_9_17_06a_sm.jpg,/objects/thumbs/pg_9_17_06a_th.jpg
nwpostcards1546,nwpostcards1544,,,,,,,,,,,,,,,,,image/jpeg,,,,pg_9_17_06a_b,image,pg_9_17_06a_b.jpg,/objects/pg_9_17_06a_b.jpg,/objects/small/pg_9_17_06a_b_sm.jpg,/objects/thumbs/pg_9_17_06a_b_th.jpg
nwpostcards1547,,"Combined harvester, Moscow, Idaho.","Postcard of a combine harvesting grain in fields near Moscow, Idaho.",,picture postcard,,1920,combines; fields (land); Equus caballus (species); men; picture postcards,"Moscow, Idaho",Inland Printing Co.,"Spokane, WA","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, color postcard",Image;StillImage,multiple,eng,46.714253,-116.983777,pg_9_16_01a,multiple,,,/objects/small/pg_9_16_01a_sm.jpg,/objects/thumbs/pg_9_16_01a_th.jpg
nwpostcards1548,nwpostcards1547,,,,,,,,,,,,,,,,,image/jpeg,,,,pg_9_16_01a,image,pg_9_16_01a.jpg,/objects/pg_9_16_01a.jpg,/objects/small/pg_9_16_01a_sm.jpg,/objects/thumbs/pg_9_16_01a_th.jpg
nwpostcards1549,nwpostcards1547,,,,,,,,,,,,,,,,,image/jpeg,,,,pg_9_16_01a_b,image,pg_9_16_01a_b.jpg,/objects/pg_9_16_01a_b.jpg,/objects/small/pg_9_16_01a_b_sm.jpg,/objects/thumbs/pg_9_16_01a_b_th.jpg
nwpostcards1550,,"First pack train on summit of Mt. Baldy near St. Joe, Idaho.",Postcard of a pack train on the summit of Mt. Baldy.,"written message; postage applied; Postmark: 1/14/1910, Spokane, WA; Destination: Steptoe, WA",picture postcard,,1910,Equus caballus (species); mountains; trees; men; picture postcards,"Mt. Baldy, Idaho",Spokane Post Card Co.,"Spokane, WA","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, color postcard",Image;StillImage,multiple,eng,47.312468,-116.353673,pg_9_17_08a,multiple,,,/objects/small/pg_9_17_08a_sm.jpg,/objects/thumbs/pg_9_17_08a_th.jpg
nwpostcards1551,nwpostcards1550,,,,,,,,,,,,,,,,,image/jpeg,,,,pg_9_17_08a,image,pg_9_17_08a.jpg,/objects/pg_9_17_08a.jpg,/objects/small/pg_9_17_08a_sm.jpg,/objects/thumbs/pg_9_17_08a_th.jpg
nwpostcards1552,nwpostcards1550,,,,,,,,,,,,,,,,,image/jpeg,,,,pg_9_17_08a_b,image,pg_9_17_08a_b.jpg,/objects/pg_9_17_08a_b.jpg,/objects/small/pg_9_17_08a_b_sm.jpg,/objects/thumbs/pg_9_17_08a_b_th.jpg
nwpostcards1553,,Combined harvester.,"Postcard of a horse drawn combine harvesting grain in fields near Moscow, Idaho.",,photographic postcard,,1910,combines; fields (land); Equus caballus (species); men; photographic postcards,"Moscow, Idaho",Inland Printing Co.,"Spokane, WA","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,46.75327,-116.9451,pg_9_16_01b,image,pg_9_16_01b.jpg,/objects/pg_9_16_01b.jpg,/objects/small/pg_9_16_01b_sm.jpg,/objects/thumbs/pg_9_16_01b_th.jpg
nwpostcards1555,nwpostcards1551,,,,,,,,,,,,,,,,,image/jpeg,,,,pg_9_16_01b_b,image,pg_9_16_01b_b.jpg,/objects/pg_9_16_01b_b.jpg,/objects/small/pg_9_16_01b_b_sm.jpg,/objects/thumbs/pg_9_16_01b_b_th.jpg
nwpostcards1556,,Warren T. Shepperd homestead S.W. of Plummer.,"Postcard of the Warren T. Shepperd homestead southwest of Plummer, Idaho.",,photographic postcard,,1920,trees;  Equus caballus (species); homesteads; photographic postcards,"Plummer, Idaho",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,47.311017,-116.913871,pg_9_16_01,image,pg_9_16_01.jpg,/objects/pg_9_16_01.jpg,/objects/small/pg_9_16_01_sm.jpg,/objects/thumbs/pg_9_16_01_th.jpg
nwpostcards1562,,"Six men peeling potatoes. Camp Lewis, Washington.",Postcard of men peeling potatoes at Camp Lewis in Washington state.,,photographic postcard,,1918,men; peelers; army camps; army housing; army bases; buckets (vessels); buildings; photographic postcards,"Fort Lewis, Washington",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,47.115847,-122.542752,pg_9_17_02,image,pg_9_17_02.jpg,/objects/pg_9_17_02.jpg,/objects/small/pg_9_17_02_sm.jpg,/objects/thumbs/pg_9_17_02_th.jpg
nwpostcards1570,,"Devil's Elbow and Pacific & Idaho Northern Road, Idaho. Train.","Postcard of a train travelling around a sharp corner near Wallace, Idaho.",,photographic postcard,,1920,railroads;  trains (vehicle groupings); mountains; trees; rivers; photographic postcards,"Wallace, Idaho",Wesley Andrews,"Baker, OR","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, color postcard",Image;StillImage,image/jpeg,eng,47.775726,-116.031302,pg_9_17_05a,image,pg_9_17_05a.jpg,/objects/pg_9_17_05a.jpg,/objects/small/pg_9_17_05a_sm.jpg,/objects/thumbs/pg_9_17_05a_th.jpg
nwpostcards1576,,"Rocky Mountain Sheep. Sawtooth Mountains, Idaho","Postcard of Bighorn Sheep in the Sawtooth Mountains, Idaho.",,photographic postcard,Wesley Andrews?,1920,Ovis (genus); trees; mountains; rocks; photographic postcards,"Sawtooth Mountains, Idaho",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,44.196174,-115.041289,pg_9_17_13a,image,pg_9_17_13a.jpg,/objects/pg_9_17_13a.jpg,/objects/small/pg_9_17_13a_sm.jpg,/objects/thumbs/pg_9_17_13a_th.jpg
nwpostcards1578,,Bear grass in bloom in North Idaho,Postcard of Bear Grass blooming in the mountains of Idaho.,,photographic postcard,Ross Hall,1920,perennials; rocks; mountains; trees; photographic postcards,"Bonners Ferry, Idaho",Ross Hall Studio,"Sandpoint, ID","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,48.680449,-116.626961,pg_9_17_15a,image,pg_9_17_15a.jpg,/objects/pg_9_17_15a.jpg,/objects/small/pg_9_17_15a_sm.jpg,/objects/thumbs/pg_9_17_15a_th.jpg
nwpostcards1586,,"Masonic Temple, Lewiston, Idaho. Theatre.","Postcard of a Masonic building in Lewiston, Idaho.",,picture postcard,,1905,fraternal lodges; buildings; trees; utility poles; picture postcards,"Lewiston, Idaho",Henry Fair,"Lewiston, ID","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, color postcard",Image;StillImage,image/jpeg,eng,46.419737,-117.022108,pg_9_19_02a,image,pg_9_19_02a.jpg,/objects/pg_9_19_02a.jpg,/objects/small/pg_9_19_02a_sm.jpg,/objects/thumbs/pg_9_19_02a_th.jpg
nwpostcards1594,,"Logging camp, Collins, Idaho.","Postcard of a logging camp in Collins, Idaho.",,photographic postcard,,1913,lumber camps; men; children; snow; trees; photographic postcards,"Collins, Idaho",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,multiple,eng,43.201672,-112.391903,pg_9_21_01a,multiple,,,/objects/small/pg_9_21_01a_sm.jpg,/objects/thumbs/pg_9_21_01a_th.jpg
nwpostcards1595,nwpostcards1594,,,,,,,,,,,,,,,,,image/jpeg,,,,pg_9_21_01a,image,pg_9_21_01a.jpg,/objects/pg_9_21_01a.jpg,/objects/small/pg_9_21_01a_sm.jpg,/objects/thumbs/pg_9_21_01a_th.jpg
nwpostcards1596,nwpostcards1594,,,,,,,,,,,,,,,,,image/jpeg,,,,pg_9_21_01a_b,image,pg_9_21_01a_b.jpg,/objects/pg_9_21_01a_b.jpg,/objects/small/pg_9_21_01a_b_sm.jpg,/objects/thumbs/pg_9_21_01a_b_th.jpg
nwpostcards1597,,Three first prize winners owned by the University of Idaho. Cattle.,Postcard of prize winning cows at the University of Idaho.,,photographic postcard,,1915,cattle; cattle barns; men; prizes; photographic postcards,"Moscow, Idaho",Marcell Photo,"Moscow, ID","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,46.730415,-117.026427,pg_9_20_01b,image,pg_9_20_01b.jpg,/objects/pg_9_20_01b.jpg,/objects/small/pg_9_20_01b_sm.jpg,/objects/thumbs/pg_9_20_01b_th.jpg
nwpostcards1601,,"Pioneer Lodge No. 1. I.O.O.F. Idaho City, Idaho.","Postcard of a I.O.O.F. lodge in Idaho City, Idaho.",,photographic postcard,,1920,buildings; trees;  fraternal lodges; photographic postcards,"Idaho City, Idaho",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,43.827687,-115.83157,pg_9_19_01,image,pg_9_19_01.jpg,/objects/pg_9_19_01.jpg,/objects/small/pg_9_19_01_sm.jpg,/objects/thumbs/pg_9_19_01_th.jpg
nwpostcards1602,,The big bonfire. Football. University of Idaho.,Postcard of a big bonfire before a football game at the University of Idaho.,,photographic postcard,,1915,universities (institutions); bonfire firing; football; photographic postcards,"Moscow, Idaho",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,46.726166,-117.011886,pg_9_20_01g,image,pg_9_20_01g.jpg,/objects/pg_9_20_01g.jpg,/objects/small/pg_9_20_01g_sm.jpg,/objects/thumbs/pg_9_20_01g_th.jpg
nwpostcards1603,,Pacific train in the Northwest,Postcard of a train hauling logs in the Northwest.,,picture postcard,,1920,railroads; trees; lumber; men; picture postcards,"St. Maries, Idaho",Pacific Novelty Co.,"San Francisco, CA","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, color postcard",Image;StillImage,image/jpeg,eng,47.338067,-116.525515,pg_9_21_02a,image,pg_9_21_02a.jpg,/objects/pg_9_21_02a.jpg,/objects/small/pg_9_21_02a_sm.jpg,/objects/thumbs/pg_9_21_02a_th.jpg
nwpostcards1604,,"Making poles in the forest. St. Joe, Idaho","Postcard of loggers making poles in the St. Joe forest, Idaho.",,photographic postcard,,1910,logging; lumber camp; Equus caballus (species); horse-drawn vehicles; photographic postcards,"St. Maries, Idaho",Inland Printing Co.,"Spokane, WA","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,47.323756,-116.505382,pg_9_21_03a,image,pg_9_21_03a.jpg,/objects/pg_9_21_03a.jpg,/objects/small/pg_9_21_03a_sm.jpg,/objects/thumbs/pg_9_21_03a_th.jpg
nwpostcards1606,,"First Catholic Church. Murray, Idaho.","Postcard of the First Catholic Church in Murray, Idaho.",,photographic postcard,,1920,churches (buildings); trees; buildings; utility poles; photographic postcards,"Murray, Idaho",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,47.626782,-115.85664,pg_9_22_01,image,pg_9_22_01.jpg,/objects/pg_9_22_01.jpg,/objects/small/pg_9_22_01_sm.jpg,/objects/thumbs/pg_9_22_01_th.jpg
nwpostcards1607,,"Churches. Moscow, Idaho. Baptist, Swedish Methodist, Methodist, Presbyterian, Norwegian Lutheran.","Postcard of several churches in Moscow, Idaho.",,picture postcard,,1910,churches (buildings); trees; buildings; utility poles; picture postcards,"Moscow, Idaho",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,46.732267,-116.997035,pg_9_22_02,image,pg_9_22_02.jpg,/objects/pg_9_22_02.jpg,/objects/small/pg_9_22_02_sm.jpg,/objects/thumbs/pg_9_22_02_th.jpg
nwpostcards1618,,"Float. Lewiston, Idaho, Rose Fair. #28.",Postcard of a float in the Lewiston Rose Fair Parade in 1912.,,photographic postcard,,1912,floats (vehicles); parades; buildings; photographic postcards,"Lewiston, Idaho",Burns Metcalf,"Lewiston, ID","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,46.418955,-117.022254,pg_9_24_02a,image,pg_9_24_02a.jpg,/objects/pg_9_24_02a.jpg,/objects/small/pg_9_24_02a_sm.jpg,/objects/thumbs/pg_9_24_02a_th.jpg
nwpostcards1622,,"Mining in Butte, Montana. Loading underground.","Postcard of the inside of a mine in Butte, Montana.",,photographic postcard,,1920,mining; mines (extracting complexes); men; photographic postcards,"Butte, Montana",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,46.025366,-112.501767,pg_9_25_04,image,pg_9_25_04.jpg,/objects/pg_9_25_04.jpg,/objects/small/pg_9_25_04_sm.jpg,/objects/thumbs/pg_9_25_04_th.jpg
nwpostcards1626,,"Mining in Butte, Montana. Miner drilling underground.","Postcard of the inside of a mine in Butte, Montana.",,photographic postcard,,1920,mining; mines (extracting complexes); men; photographic postcards,"Butte, Montana",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,46.011568,-112.49229,pg_9_25_05,image,pg_9_25_05.jpg,/objects/pg_9_25_05.jpg,/objects/small/pg_9_25_05_sm.jpg,/objects/thumbs/pg_9_25_05_th.jpg
nwpostcards1629,,"Mining in Butte, Montana. Dynamite holes with fuses.","Postcard of the inside of a mine in Butte, Montana.",,photographic postcard,,1920,mining; mines (extracting complexes); photographic postcards,"Butte, Montana",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,46.022863,-112.52949,pg_9_25_07,image,pg_9_25_07.jpg,/objects/pg_9_25_07.jpg,/objects/small/pg_9_25_07_sm.jpg,/objects/thumbs/pg_9_25_07_th.jpg
nwpostcards1633,,"Snowstorm Concentrator, Troy, Montana. No. 6.","Postcard of the concentrator building of the Snow Storm mine in Troy, Montana.",,photographic postcard,,1920,mining; mines (extracting complexes); mine buildings; men; photographic postcards,"Troy, Montana",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,48.453898,-115.904821,pg_9_25_12,image,pg_9_25_12.jpg,/objects/pg_9_25_12.jpg,/objects/small/pg_9_25_12_sm.jpg,/objects/thumbs/pg_9_25_12_th.jpg
nwpostcards1634,,"Mining in Butte, Montana. Miners drilling underground.","Postcard of miners working inside of a mine in Butte, Montana.",,photographic postcard,,1920,mining; mines (extracting complexes); men; photographic postcards,"Butte, Montana",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,46.025366,-112.501767,pg_9_25_09,image,pg_9_25_09.jpg,/objects/pg_9_25_09.jpg,/objects/small/pg_9_25_09_sm.jpg,/objects/thumbs/pg_9_25_09_th.jpg
nwpostcards1635,,"Indian and Wedge peaks, Ennis, Montana.","Postcard of the Indian and Wedge Peaks near Ennis, Montana.",,photographic postcard,Ronnia Sinclair,1920,mountains; fences; roads; snow; photographic postcards,"Ennis, Montana",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,45.36469,-111.732731,pg_9_26_01,image,pg_9_26_01.jpg,/objects/pg_9_26_01.jpg,/objects/small/pg_9_26_01_sm.jpg,/objects/thumbs/pg_9_26_01_th.jpg
nwpostcards1643,,"California Store. Virginia City, Montana.","Postcard of men standing in front of the California store in Virginia City, Montana.",,photographic postcard,,1910,historic towns; stores; buildings; men; photographic postcards,"Virginia City, Montana",Rank's Drug Store,"Virginia City, MT","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,45.293098,-111.947637,pg_9_29_02d,image,pg_9_29_02d.jpg,/objects/pg_9_29_02d.jpg,/objects/small/pg_9_29_02d_sm.jpg,/objects/thumbs/pg_9_29_02d_th.jpg
nwpostcards1646,,"Street scene at Virginia city, Montana. Stagecoach.","Postcard of men on and near a horse-drawn wagon in Virginia City, Montana.",,photographic postcard,,1875,historic towns; men; horse-drawn vehicles; buildings; mountains; utility poles; photographic postcards,"Virginia City, Montana",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,45.293215,-111.947165,pg_9_29_02e,image,pg_9_29_02e.jpg,/objects/pg_9_29_02e.jpg,/objects/small/pg_9_29_02e_sm.jpg,/objects/thumbs/pg_9_29_02e_th.jpg
nwpostcards1671,,"Museum, Virginia City, Montana.","Postcard of a museum in Virginia City, Montana.",,photographic postcard,,1910,historic towns; buildings; historic buildings; museums; trees; houses; photographic postcards,"Virginia City, Montana",Rank's Drug Store,"Virginia City, MT","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,45.294053,-111.941817,pg_9_30_01,image,pg_9_30_01.jpg,/objects/pg_9_30_01.jpg,/objects/small/pg_9_30_01_sm.jpg,/objects/thumbs/pg_9_30_01_th.jpg
